ID,Team A,Team B,A,B,Tournament,Phase,Extra
23170,Torgny A,Dennis N,6,2,Humlebaek II,,
23171,Torgny A,Jorn F,0,3,Humlebaek II,,
23172,Dennis N,Jacob K,1,5,Humlebaek II,,
23173,Jorn F,Dennis N,2,3,Humlebaek II,,
23174,Jacob K,Torgny A,9,2,Humlebaek II,,
23175,Jacob K,Jorn F,10,2,Humlebaek II,,
23176,Dennis N,Torgny A,3,1,Humlebaek II,,
23177,Jorn F,Torgny A,2,1,Humlebaek II,,
23178,Jacob K,Dennis N,9,3,Humlebaek II,,
23179,Dennis N,Jorn F,1,3,Humlebaek II,,
23180,Torgny A,Jacob K,3,7,Humlebaek II,,
23181,Dino D,Gary P,2,1,World Cup 2015,Round 1 - Group A,
23182,Fabio F,John H,8,3,World Cup 2015,Round 1 - Group A,
23183,Michele L,Peter S,4,6,World Cup 2015,Round 1 - Group A,
23184,Olly D,Tomasz A,1,1,World Cup 2015,Round 1 - Group A,
23185,Steve C,Jorg P,4,2,World Cup 2015,Round 1 - Group A,
23186,Gary P,Olly D,0,2,World Cup 2015,Round 1 - Group A,
23187,John H,Steve C,4,5,World Cup 2015,Round 1 - Group A,
23188,Jorg P,Dino D,7,0,World Cup 2015,Round 1 - Group A,
23189,Peter S,Fabio F,0,13,World Cup 2015,Round 1 - Group A,
23190,Tomasz A,Michele L,0,2,World Cup 2015,Round 1 - Group A,
23191,Dino D,John H,1,14,World Cup 2015,Round 1 - Group A,
23192,Fabio F,Steve C,12,1,World Cup 2015,Round 1 - Group A,
23193,Michele L,Gary P,2,1,World Cup 2015,Round 1 - Group A,
23194,Olly D,Jorg P,0,5,World Cup 2015,Round 1 - Group A,
23195,Peter S,Tomasz A,2,0,World Cup 2015,Round 1 - Group A,
23196,Gary P,Peter S,1,7,World Cup 2015,Round 1 - Group A,
23197,John H,Olly D,17,1,World Cup 2015,Round 1 - Group A,
23198,Jorg P,Michele L,3,3,World Cup 2015,Round 1 - Group A,
23199,Steve C,Dino D,6,0,World Cup 2015,Round 1 - Group A,
23200,Tomasz A,Fabio F,0,12,World Cup 2015,Round 1 - Group A,
23201,Fabio F,Dino D,11,0,World Cup 2015,Round 1 - Group A,
23202,Michele L,John H,2,10,World Cup 2015,Round 1 - Group A,
23203,Olly D,Steve C,0,6,World Cup 2015,Round 1 - Group A,
23204,Peter S,Jorg P,0,2,World Cup 2015,Round 1 - Group A,
23205,Tomasz A,Gary P,3,0,World Cup 2015,Round 1 - Group A,
23206,Dino D,Olly D,0,0,World Cup 2015,Round 1 - Group A,
23207,Gary P,Fabio F,0,11,World Cup 2015,Round 1 - Group A,
23208,John H,Peter S,6,3,World Cup 2015,Round 1 - Group A,
23209,Jorg P,Tomasz A,6,2,World Cup 2015,Round 1 - Group A,
23210,Steve C,Michele L,4,5,World Cup 2015,Round 1 - Group A,
23211,Fabio F,Olly D,11,1,World Cup 2015,Round 1 - Group A,
23212,Gary P,Jorg P,1,1,World Cup 2015,Round 1 - Group A,
23213,Michele L,Dino D,5,2,World Cup 2015,Round 1 - Group A,
23214,Peter S,Steve C,2,4,World Cup 2015,Round 1 - Group A,
23215,Tomasz A,John H,3,9,World Cup 2015,Round 1 - Group A,
23216,Dino D,Peter S,1,6,World Cup 2015,Round 1 - Group A,
23217,John H,Gary P,13,0,World Cup 2015,Round 1 - Group A,
23218,Jorg P,Fabio F,0,12,World Cup 2015,Round 1 - Group A,
23219,Olly D,Michele L,2,7,World Cup 2015,Round 1 - Group A,
23220,Steve C,Tomasz A,6,0,World Cup 2015,Round 1 - Group A,
23221,Fabio F,Michele L,15,2,World Cup 2015,Round 1 - Group A,
23222,Gary P,Steve C,1,3,World Cup 2015,Round 1 - Group A,
23223,Jorg P,John H,4,9,World Cup 2015,Round 1 - Group A,
23224,Peter S,Olly D,2,1,World Cup 2015,Round 1 - Group A,
23225,Tomasz A,Dino D,4,0,World Cup 2015,Round 1 - Group A,
23226,Alessandro V,Jorn F,5,2,World Cup 2015,Round 1 - Group B,
23227,Christopher D,Oliver St,7,3,World Cup 2015,Round 1 - Group B,
23228,Lee W,Jaume P,2,1,World Cup 2015,Round 1 - Group B,
23229,Mick N,Sean C,0,1,World Cup 2015,Round 1 - Group B,
23230,Jaume P,Christopher D,0,6,World Cup 2015,Round 1 - Group B,
23231,Jorn F,Charley D,8,0,World Cup 2015,Round 1 - Group B,
23232,Oliver St,Alessandro V,7,5,World Cup 2015,Round 1 - Group B,
23233,Sean C,Lee W,0,9,World Cup 2015,Round 1 - Group B,
23234,Charley D,Oliver St,3,14,World Cup 2015,Round 1 - Group B,
23235,Christopher D,Alessandro V,6,3,World Cup 2015,Round 1 - Group B,
23236,Jaume P,Sean C,6,0,World Cup 2015,Round 1 - Group B,
23237,Mick N,Jorn F,0,5,World Cup 2015,Round 1 - Group B,
23238,Alessandro V,Charley D,7,0,World Cup 2015,Round 1 - Group B,
23239,Jorn F,Lee W,2,2,World Cup 2015,Round 1 - Group B,
23240,Oliver St,Mick N,11,0,World Cup 2015,Round 1 - Group B,
23241,Sean C,Christopher D,0,11,World Cup 2015,Round 1 - Group B,
23242,Christopher D,Charley D,14,0,World Cup 2015,Round 1 - Group B,
23243,Jaume P,Jorn F,2,3,World Cup 2015,Round 1 - Group B,
23244,Lee W,Oliver St,1,10,World Cup 2015,Round 1 - Group B,
23245,Mick N,Alessandro V,0,8,World Cup 2015,Round 1 - Group B,
23246,Alessandro V,Lee W,9,2,World Cup 2015,Round 1 - Group B,
23247,Charley D,Mick N,1,0,World Cup 2015,Round 1 - Group B,
23248,Jorn F,Sean C,5,0,World Cup 2015,Round 1 - Group B,
23249,Oliver St,Jaume P,12,0,World Cup 2015,Round 1 - Group B,
23250,Christopher D,Mick N,12,0,World Cup 2015,Round 1 - Group B,
23251,Jaume P,Alessandro V,1,11,World Cup 2015,Round 1 - Group B,
23252,Lee W,Charley D,5,3,World Cup 2015,Round 1 - Group B,
23253,Sean C,Oliver St,1,13,World Cup 2015,Round 1 - Group B,
23254,Alessandro V,Sean C,5,0,World Cup 2015,Round 1 - Group B,
23255,Charley D,Jaume P,0,0,World Cup 2015,Round 1 - Group B,
23256,Jorn F,Christopher D,1,5,World Cup 2015,Round 1 - Group B,
23257,Mick N,Lee W,0,4,World Cup 2015,Round 1 - Group B,
23258,Christopher D,Lee W,10,0,World Cup 2015,Round 1 - Group B,
23259,Jaume P,Mick N,3,1,World Cup 2015,Round 1 - Group B,
23260,Jorn F,Oliver St,1,7,World Cup 2015,Round 1 - Group B,
23261,Sean C,Charley D,0,3,World Cup 2015,Round 1 - Group B,
23262,Danny D,Daryl H,1,0,World Cup 2015,Round 1 - Group C,
23263,Gianni T,Thor S,4,3,World Cup 2015,Round 1 - Group C,
23264,Helmut H,Thomas N,6,2,World Cup 2015,Round 1 - Group C,
23265,Luke D,Stuart B,3,0,World Cup 2015,Round 1 - Group C,
23266,Sandro T,Klaus Le,4,4,World Cup 2015,Round 1 - Group C,
23267,Daryl H,Luke D,1,2,World Cup 2015,Round 1 - Group C,
23268,Klaus Le,Danny D,4,0,World Cup 2015,Round 1 - Group C,
23269,Stuart B,Helmut H,0,4,World Cup 2015,Round 1 - Group C,
23270,Thomas N,Gianni T,0,11,World Cup 2015,Round 1 - Group C,
23271,Thor S,Sandro T,5,2,World Cup 2015,Round 1 - Group C,
23272,Danny D,Thor S,1,5,World Cup 2015,Round 1 - Group C,
23273,Gianni T,Sandro T,6,1,World Cup 2015,Round 1 - Group C,
23274,Helmut H,Daryl H,4,0,World Cup 2015,Round 1 - Group C,
23275,Luke D,Klaus Le,0,2,World Cup 2015,Round 1 - Group C,
23276,Thomas N,Stuart B,4,0,World Cup 2015,Round 1 - Group C,
23277,Daryl H,Thomas N,0,4,World Cup 2015,Round 1 - Group C,
23278,Klaus Le,Helmut H,3,0,World Cup 2015,Round 1 - Group C,
23279,Sandro T,Danny D,6,1,World Cup 2015,Round 1 - Group C,
23280,Stuart B,Gianni T,0,15,World Cup 2015,Round 1 - Group C,
23281,Thor S,Luke D,13,1,World Cup 2015,Round 1 - Group C,
23282,Gianni T,Danny D,10,0,World Cup 2015,Round 1 - Group C,
23283,Helmut H,Thor S,1,8,World Cup 2015,Round 1 - Group C,
23284,Luke D,Sandro T,2,2,World Cup 2015,Round 1 - Group C,
23285,Stuart B,Daryl H,3,1,World Cup 2015,Round 1 - Group C,
23286,Thomas N,Klaus Le,1,4,World Cup 2015,Round 1 - Group C,
23287,Danny D,Luke D,1,1,World Cup 2015,Round 1 - Group C,
23288,Daryl H,Gianni T,0,14,World Cup 2015,Round 1 - Group C,
23289,Klaus Le,Stuart B,6,0,World Cup 2015,Round 1 - Group C,
23290,Sandro T,Helmut H,10,0,World Cup 2015,Round 1 - Group C,
23291,Thor S,Thomas N,9,1,World Cup 2015,Round 1 - Group C,
23292,Daryl H,Klaus Le,0,4,World Cup 2015,Round 1 - Group C,
23293,Gianni T,Luke D,13,0,World Cup 2015,Round 1 - Group C,
23294,Helmut H,Danny D,1,0,World Cup 2015,Round 1 - Group C,
23295,Stuart B,Thor S,0,13,World Cup 2015,Round 1 - Group C,
23296,Thomas N,Sandro T,1,4,World Cup 2015,Round 1 - Group C,
23297,Danny D,Thomas N,1,3,World Cup 2015,Round 1 - Group C,
23298,Klaus Le,Gianni T,3,9,World Cup 2015,Round 1 - Group C,
23299,Luke D,Helmut H,1,3,World Cup 2015,Round 1 - Group C,
23300,Sandro T,Stuart B,6,0,World Cup 2015,Round 1 - Group C,
23301,Thor S,Daryl H,11,0,World Cup 2015,Round 1 - Group C,
23302,Daryl H,Sandro T,0,8,World Cup 2015,Round 1 - Group C,
23303,Gianni T,Helmut H,10,2,World Cup 2015,Round 1 - Group C,
23304,Klaus Le,Thor S,3,10,World Cup 2015,Round 1 - Group C,
23305,Stuart B,Danny D,1,3,World Cup 2015,Round 1 - Group C,
23306,Thomas N,Luke D,4,3,World Cup 2015,Round 1 - Group C,
23307,Alan B,Ian Ka,0,8,World Cup 2015,Round 1 - Group D,
23308,Andy G,Jacob K,8,2,World Cup 2015,Round 1 - Group D,
23309,Michael Ma,Robert S,5,4,World Cup 2015,Round 1 - Group D,
23310,Steve S,Pedro Q,6,0,World Cup 2015,Round 1 - Group D,
23311,Ian Ka,Stephen D,2,0,World Cup 2015,Round 1 - Group D,
23312,Jacob K,Michael Ma,3,3,World Cup 2015,Round 1 - Group D,
23313,Pedro Q,Andy G,1,9,World Cup 2015,Round 1 - Group D,
23314,Robert S,Alan B,7,0,World Cup 2015,Round 1 - Group D,
23315,Alan B,Jacob K,0,13,World Cup 2015,Round 1 - Group D,
23316,Andy G,Michael Ma,10,0,World Cup 2015,Round 1 - Group D,
23317,Stephen D,Robert S,3,4,World Cup 2015,Round 1 - Group D,
23318,Steve S,Ian Ka,7,2,World Cup 2015,Round 1 - Group D,
23319,Ian Ka,Pedro Q,1,0,World Cup 2015,Round 1 - Group D,
23320,Jacob K,Stephen D,5,0,World Cup 2015,Round 1 - Group D,
23321,Michael Ma,Alan B,7,1,World Cup 2015,Round 1 - Group D,
23322,Robert S,Steve S,3,1,World Cup 2015,Round 1 - Group D,
23323,Andy G,Alan B,10,1,World Cup 2015,Round 1 - Group D,
23324,Pedro Q,Robert S,1,8,World Cup 2015,Round 1 - Group D,
23325,Stephen D,Michael Ma,1,6,World Cup 2015,Round 1 - Group D,
23326,Steve S,Jacob K,0,5,World Cup 2015,Round 1 - Group D,
23327,Alan B,Stephen D,0,1,World Cup 2015,Round 1 - Group D,
23328,Ian Ka,Andy G,1,7,World Cup 2015,Round 1 - Group D,
23329,Jacob K,Pedro Q,11,0,World Cup 2015,Round 1 - Group D,
23330,Michael Ma,Steve S,6,2,World Cup 2015,Round 1 - Group D,
23331,Andy G,Stephen D,9,2,World Cup 2015,Round 1 - Group D,
23332,Ian Ka,Robert S,3,8,World Cup 2015,Round 1 - Group D,
23333,Pedro Q,Michael Ma,0,4,World Cup 2015,Round 1 - Group D,
23334,Steve S,Alan B,2,0,World Cup 2015,Round 1 - Group D,
23335,Alan B,Pedro Q,2,1,World Cup 2015,Round 1 - Group D,
23336,Jacob K,Ian Ka,6,0,World Cup 2015,Round 1 - Group D,
23337,Robert S,Andy G,1,5,World Cup 2015,Round 1 - Group D,
23338,Stephen D,Steve S,2,3,World Cup 2015,Round 1 - Group D,
23339,Andy G,Steve S,6,2,World Cup 2015,Round 1 - Group D,
23340,Ian Ka,Michael Ma,1,6,World Cup 2015,Round 1 - Group D,
23341,Pedro Q,Stephen D,2,4,World Cup 2015,Round 1 - Group D,
23342,Robert S,Jacob K,2,4,World Cup 2015,Round 1 - Group D,
23343,Fabio F,Christopher D,6,3,World Cup 2015,Round 2 - Group E,
23344,Jacob K,Michael Ma,3,0,World Cup 2015,Round 2 - Group E,
23345,Michele L,Jorn F,1,5,World Cup 2015,Round 2 - Group E,
23346,Thor S,Klaus Le,7,3,World Cup 2015,Round 2 - Group E,
23347,Jorn F,Fabio F,3,12,World Cup 2015,Round 2 - Group E,
23348,Klaus Le,Michele L,5,3,World Cup 2015,Round 2 - Group E,
23349,Michael Ma,Christopher D,2,5,World Cup 2015,Round 2 - Group E,
23350,Thor S,Jacob K,3,2,World Cup 2015,Round 2 - Group E,
23351,Christopher D,Klaus Le,8,1,World Cup 2015,Round 2 - Group E,
23352,Fabio F,Thor S,4,0,World Cup 2015,Round 2 - Group E,
23353,Jacob K,Jorn F,7,0,World Cup 2015,Round 2 - Group E,
23354,Michele L,Michael Ma,2,5,World Cup 2015,Round 2 - Group E,
23355,Fabio F,Michele L,6,2,World Cup 2015,Round 2 - Group E,
23356,Jorn F,Christopher D,0,5,World Cup 2015,Round 2 - Group E,
23357,Klaus Le,Jacob K,3,6,World Cup 2015,Round 2 - Group E,
23358,Michael Ma,Thor S,4,5,World Cup 2015,Round 2 - Group E,
23359,Christopher D,Michele L,6,2,World Cup 2015,Round 2 - Group E,
23360,Jacob K,Fabio F,3,8,World Cup 2015,Round 2 - Group E,
23361,Klaus Le,Michael Ma,3,5,World Cup 2015,Round 2 - Group E,
23362,Thor S,Jorn F,10,0,World Cup 2015,Round 2 - Group E,
23363,Christopher D,Thor S,6,5,World Cup 2015,Round 2 - Group E,
23364,Fabio F,Klaus Le,11,1,World Cup 2015,Round 2 - Group E,
23365,Jorn F,Michael Ma,2,6,World Cup 2015,Round 2 - Group E,
23366,Michele L,Jacob K,2,3,World Cup 2015,Round 2 - Group E,
23367,Jacob K,Christopher D,5,10,World Cup 2015,Round 2 - Group E,
23368,Klaus Le,Jorn F,3,0,World Cup 2015,Round 2 - Group E,
23369,Michael Ma,Fabio F,3,6,World Cup 2015,Round 2 - Group E,
23370,Thor S,Michele L,12,0,World Cup 2015,Round 2 - Group E,
23371,Andy G,Robert S,10,2,World Cup 2015,Round 2 - Group F,
23372,Gianni T,Sandro T,7,2,World Cup 2015,Round 2 - Group F,
23373,John H,Steve C,3,5,World Cup 2015,Round 2 - Group F,
23374,Oliver St,Alessandro V,9,3,World Cup 2015,Round 2 - Group F,
23375,Alessandro V,John H,5,7,World Cup 2015,Round 2 - Group F,
23376,Gianni T,Andy G,8,7,World Cup 2015,Round 2 - Group F,
23377,Robert S,Steve C,5,5,World Cup 2015,Round 2 - Group F,
23378,Sandro T,Oliver St,3,7,World Cup 2015,Round 2 - Group F,
23379,Andy G,Alessandro V,8,3,World Cup 2015,Round 2 - Group F,
23380,John H,Gianni T,3,9,World Cup 2015,Round 2 - Group F,
23381,Oliver St,Robert S,7,2,World Cup 2015,Round 2 - Group F,
23382,Steve C,Sandro T,3,9,World Cup 2015,Round 2 - Group F,
23383,Alessandro V,Steve C,5,5,World Cup 2015,Round 2 - Group F,
23384,John H,Oliver St,4,7,World Cup 2015,Round 2 - Group F,
23385,Robert S,Gianni T,0,10,World Cup 2015,Round 2 - Group F,
23386,Sandro T,Andy G,6,5,World Cup 2015,Round 2 - Group F,
23387,Andy G,John H,3,1,World Cup 2015,Round 2 - Group F,
23388,Gianni T,Alessandro V,10,3,World Cup 2015,Round 2 - Group F,
23389,Sandro T,Robert S,3,2,World Cup 2015,Round 2 - Group F,
23390,Steve C,Oliver St,5,8,World Cup 2015,Round 2 - Group F,
23391,Alessandro V,Robert S,7,3,World Cup 2015,Round 2 - Group F,
23392,John H,Sandro T,2,7,World Cup 2015,Round 2 - Group F,
23393,Oliver St,Andy G,6,4,World Cup 2015,Round 2 - Group F,
23394,Steve C,Gianni T,1,7,World Cup 2015,Round 2 - Group F,
23395,Andy G,Steve C,5,1,World Cup 2015,Round 2 - Group F,
23396,Gianni T,Oliver St,6,2,World Cup 2015,Round 2 - Group F,
23397,Robert S,John H,2,6,World Cup 2015,Round 2 - Group F,
23398,Sandro T,Alessandro V,5,4,World Cup 2015,Round 2 - Group F,
23399,Ian Ka,Stephen D,5,2,World Cup 2015,Silver Cup - Group G,
23400,Lee W,Mick N,7,0,World Cup 2015,Silver Cup - Group G,
23401,Peter S,Olly D,4,2,World Cup 2015,Silver Cup - Group G,
23402,Thomas N,Luke D,4,2,World Cup 2015,Silver Cup - Group G,
23403,Luke D,Lee W,0,3,World Cup 2015,Silver Cup - Group G,
23404,Mick N,Peter S,0,5,World Cup 2015,Silver Cup - Group G,
23405,Stephen D,Olly D,4,1,World Cup 2015,Silver Cup - Group G,
23406,Thomas N,Ian Ka,1,6,World Cup 2015,Silver Cup - Group G,
23407,Ian Ka,Mick N,10,0,World Cup 2015,Silver Cup - Group G,
23408,Lee W,Stephen D,2,3,World Cup 2015,Silver Cup - Group G,
23409,Olly D,Luke D,0,1,World Cup 2015,Silver Cup - Group G,
23410,Peter S,Thomas N,2,2,World Cup 2015,Silver Cup - Group G,
23411,Luke D,Ian Ka,1,6,World Cup 2015,Silver Cup - Group G,
23412,Mick N,Olly D,2,2,World Cup 2015,Silver Cup - Group G,
23413,Peter S,Lee W,1,2,World Cup 2015,Silver Cup - Group G,
23414,Stephen D,Thomas N,4,1,World Cup 2015,Silver Cup - Group G,
23415,Ian Ka,Peter S,3,2,World Cup 2015,Silver Cup - Group G,
23416,Luke D,Stephen D,1,2,World Cup 2015,Silver Cup - Group G,
23417,Olly D,Lee W,2,6,World Cup 2015,Silver Cup - Group G,
23418,Thomas N,Mick N,7,0,World Cup 2015,Silver Cup - Group G,
23419,Lee W,Ian Ka,2,4,World Cup 2015,Silver Cup - Group G,
23420,Mick N,Stephen D,0,5,World Cup 2015,Silver Cup - Group G,
23421,Olly D,Thomas N,0,4,World Cup 2015,Silver Cup - Group G,
23422,Peter S,Luke D,6,2,World Cup 2015,Silver Cup - Group G,
23423,Ian Ka,Olly D,7,2,World Cup 2015,Silver Cup - Group G,
23424,Luke D,Mick N,2,1,World Cup 2015,Silver Cup - Group G,
23425,Stephen D,Peter S,4,2,World Cup 2015,Silver Cup - Group G,
23426,Thomas N,Lee W,0,2,World Cup 2015,Silver Cup - Group G,
23427,Helmut H,Danny D,5,2,World Cup 2015,Silver Cup - Group H,
23428,Jaume P,Charley D,3,3,World Cup 2015,Silver Cup - Group H,
23429,Jorg P,Tomasz A,2,2,World Cup 2015,Silver Cup - Group H,
23430,Steve S,Alan B,3,1,World Cup 2015,Silver Cup - Group H,
23431,Alan B,Tomasz A,0,2,World Cup 2015,Silver Cup - Group H,
23432,Charley D,Jorg P,2,3,World Cup 2015,Silver Cup - Group H,
23433,Danny D,Jaume P,3,5,World Cup 2015,Silver Cup - Group H,
23434,Helmut H,Steve S,2,0,World Cup 2015,Silver Cup - Group H,
23435,Jaume P,Alan B,5,0,World Cup 2015,Silver Cup - Group H,
23436,Jorg P,Helmut H,3,1,World Cup 2015,Silver Cup - Group H,
23437,Steve S,Charley D,2,1,World Cup 2015,Silver Cup - Group H,
23438,Tomasz A,Danny D,1,2,World Cup 2015,Silver Cup - Group H,
23439,Alan B,Helmut H,1,6,World Cup 2015,Silver Cup - Group H,
23440,Charley D,Tomasz A,3,1,World Cup 2015,Silver Cup - Group H,
23441,Danny D,Steve S,0,6,World Cup 2015,Silver Cup - Group H,
23442,Jorg P,Jaume P,1,1,World Cup 2015,Silver Cup - Group H,
23443,Danny D,Alan B,0,1,World Cup 2015,Silver Cup - Group H,
23444,Helmut H,Charley D,3,2,World Cup 2015,Silver Cup - Group H,
23445,Steve S,Jorg P,5,5,World Cup 2015,Silver Cup - Group H,
23446,Tomasz A,Jaume P,1,5,World Cup 2015,Silver Cup - Group H,
23447,Charley D,Alan B,1,0,World Cup 2015,Silver Cup - Group H,
23448,Jaume P,Steve S,0,4,World Cup 2015,Silver Cup - Group H,
23449,Jorg P,Danny D,1,0,World Cup 2015,Silver Cup - Group H,
23450,Tomasz A,Helmut H,2,2,World Cup 2015,Silver Cup - Group H,
23451,Alan B,Jorg P,1,4,World Cup 2015,Silver Cup - Group H,
23452,Danny D,Charley D,1,1,World Cup 2015,Silver Cup - Group H,
23453,Helmut H,Jaume P,5,1,World Cup 2015,Silver Cup - Group H,
23454,Steve S,Tomasz A,2,0,World Cup 2015,Silver Cup - Group H,
23455,Dino D,Gary P,0,1,World Cup 2015,Bronze Cup - Group I,
23456,Daryl H,Dino D,0,3,World Cup 2015,Bronze Cup - Group I,
23457,Gary P,Pedro Q,0,2,World Cup 2015,Bronze Cup - Group I,
23458,Pedro Q,Dino D,2,0,World Cup 2015,Bronze Cup - Group I,
23459,Daryl H,Pedro Q,0,3,World Cup 2015,Bronze Cup - Group I,
23460,Daryl H,Gary P,0,4,World Cup 2015,Bronze Cup - Group I,
23461,Gary P,Dino D,2,0,World Cup 2015,Bronze Cup - Group I,
23462,Dino D,Daryl H,0,1,World Cup 2015,Bronze Cup - Group I,
23463,Pedro Q,Gary P,4,0,World Cup 2015,Bronze Cup - Group I,
23464,Dino D,Pedro Q,1,3,World Cup 2015,Bronze Cup - Group I,
23465,Pedro Q,Daryl H,3,2,World Cup 2015,Bronze Cup - Group I,
23466,Gary P,Daryl H,0,0,World Cup 2015,Bronze Cup - Group I,
23467,Thomas N,Alan B,1,0,World Cup 2015,Places 25-32,
23468,Tomasz A,Olly D,5,1,World Cup 2015,Places 25-32,
23469,Luke D,Danny D,2,3,World Cup 2015,Places 25-32,
23470,Charley D,Mick N,10,0,World Cup 2015,Places 25-32,
23471,Michael Ma,Robert S,2,3,World Cup 2015,Places 9-16,
23472,Steve C,Jorn F,5,1,World Cup 2015,Places 9-16,
23473,Klaus Le,Alessandro V,3,10,World Cup 2015,Places 9-16,
23474,John H,Michele L,7,0,World Cup 2015,Places 9-16,
23475,Ian Ka,Jaume P,2,1,World Cup 2015,Places 17-24,
23476,Steve S,Lee W,2,4,World Cup 2015,Places 17-24,
23477,Stephen D,Jorg P,2,3,World Cup 2015,Places 17-24,
23478,Helmut H,Peter S,3,2,World Cup 2015,Places 17-24,
23479,Fabio F,Andy G,5,4,World Cup 2015,Quarter Finals,
23480,Oliver St,Thor S,4,4,World Cup 2015,Quarter Finals,
23481,Christopher D,Sandro T,6,1,World Cup 2015,Quarter Finals,
23482,Gianni T,Jacob K,9,1,World Cup 2015,Quarter Finals,
23483,Alan B,Thomas N,1,4,World Cup 2015,Places 25-32,
23484,Olly D,Tomasz A,2,3,World Cup 2015,Places 25-32,
23485,Danny D,Luke D,2,2,World Cup 2015,Places 25-32,
23486,Mick N,Charley D,0,5,World Cup 2015,Places 25-32,
23487,Robert S,Michael Ma,2,4,World Cup 2015,Places 9-16,
23488,Jorn F,Steve C,3,5,World Cup 2015,Places 9-16,
23489,Alessandro V,Klaus Le,6,2,World Cup 2015,Places 9-16,
23490,Michele L,John H,2,9,World Cup 2015,Places 9-16,
23491,Jaume P,Ian Ka,1,4,World Cup 2015,Places 17-24,
23492,Lee W,Steve S,3,2,World Cup 2015,Places 17-24,
23493,Jorg P,Stephen D,0,1,World Cup 2015,Places 17-24,1-1 e.t.
23494,Peter S,Helmut H,2,1,World Cup 2015,Places 17-24,(2-1) 8-7 p.k.
23495,Andy G,Fabio F,8,7,World Cup 2015,Quarter Finals,11-8 e.t.
23496,Thor S,Oliver St,6,9,World Cup 2015,Quarter Finals,
23497,Sandro T,Christopher D,2,3,World Cup 2015,Quarter Finals,
23498,Jacob K,Gianni T,3,10,World Cup 2015,Quarter Finals,
23499,Robert S,Jorn F,4,3,World Cup 2015,Places 13-16,
23500,Klaus Le,Michele L,3,2,World Cup 2015,Places 13-16,
23501,Jaume P,Steve S,2,4,World Cup 2015,Places 21-24,
23502,Stephen D,Helmut H,2,1,World Cup 2015,Places 21-24,
23503,Thomas N,Tomasz A,1,0,World Cup 2015,Places 25-28,
23504,Danny D,Charley D,1,2,World Cup 2015,Places 25-28,
23505,Alan B,Olly D,1,2,World Cup 2015,Places 29-32,
23506,Luke D,Mick N,1,2,World Cup 2015,Places 29-32,
23507,Fabio F,Thor S,7,3,World Cup 2015,Places 5-8,
23508,Sandro T,Jacob K,7,5,World Cup 2015,Places 5-8,
23509,Michael Ma,Steve C,4,2,World Cup 2015,Places 9-12,
23510,Alessandro V,John H,5,4,World Cup 2015,Places 9-12,
23511,Gary P,Dino D,4,2,World Cup 2015,Bronze Semi Finals,
23512,Ian Ka,Lee W,2,4,World Cup 2015,Places 17-20,
23513,Jorg P,Peter S,6,2,World Cup 2015,Places 17-20,
23514,Jorn F,Robert S,1,3,World Cup 2015,Places 13-16,
23515,Michele L,Klaus Le,2,2,World Cup 2015,Places 13-16,
23516,Steve S,Jaume P,2,1,World Cup 2015,Places 21-24,
23517,Helmut H,Stephen D,3,4,World Cup 2015,Places 21-24,
23518,Tomasz A,Thomas N,1,2,World Cup 2015,Places 25-28,
23519,Charley D,Danny D,4,2,World Cup 2015,Places 25-28,
23520,Olly D,Alan B,4,1,World Cup 2015,Places 29-32,
23521,Mick N,Luke D,0,5,World Cup 2015,Places 29-32,
23522,Thor S,Fabio F,2,7,World Cup 2015,Places 5-8,
23523,Jacob K,Sandro T,5,7,World Cup 2015,Places 5-8,
23524,Steve C,Michael Ma,4,3,World Cup 2015,Places 9-12,
23525,John H,Alessandro V,4,5,World Cup 2015,Places 9-12,
23526,Dino D,Gary P,1,1,World Cup 2015,Bronze Semi Finals,
23527,Lee W,Ian Ka,3,3,World Cup 2015,Places 17-20,
23528,Peter S,Jorg P,2,4,World Cup 2015,Places 17-20,
23529,Steve C,John H,6,4,World Cup 2015,11th Place Final,
23530,Robert S,Klaus Le,8,3,World Cup 2015,13th Place Final,
23531,Jorn F,Michele L,4,4,World Cup 2015,15th Place Final,
23532,Ian Ka,Peter S,6,4,World Cup 2015,19th Place Final,
23533,Steve S,Stephen D,2,2,World Cup 2015,21st Place Final,
23534,Jaume P,Helmut H,1,2,World Cup 2015,23rd Place Final,
23535,Thomas N,Charley D,5,2,World Cup 2015,25th Place Final,
23536,Tomasz A,Danny D,5,3,World Cup 2015,27th Place Final,
23537,Olly D,Luke D,0,1,World Cup 2015,29th Place Final,
23538,Alan B,Mick N,3,1,World Cup 2015,31st Place Final,
23539,Fabio F,Sandro T,7,1,World Cup 2015,5th Place Final,
23540,Thor S,Jacob K,8,1,World Cup 2015,7th Place Final,
23541,Michael Ma,Alessandro V,3,7,World Cup 2015,9th Place Final,
23542,Pedro Q,Gary P,2,0,World Cup 2015,Bronze Final,
23543,John H,Steve C,5,3,World Cup 2015,11th Place Final,(6-4) 4-5 p.k.
23544,Klaus Le,Robert S,3,2,World Cup 2015,13th Place Final,
23545,Michele L,Jorn F,4,5,World Cup 2015,15th Place Final,
23546,Peter S,Ian Ka,1,1,World Cup 2015,19th Place Final,
23547,Stephen D,Steve S,2,3,World Cup 2015,21st Place Final,
23548,Helmut H,Jaume P,1,5,World Cup 2015,23rd Place Final,
23549,Charley D,Thomas N,1,0,World Cup 2015,25th Place Final,
